id,SpeciesName,ResearchedBy,DataSuppliedBy,RefereedBy,Phylum,Class,Ordr,Family,Genus,Species,FoodType,Size,Flexibility,Fragility,Habit,Bioturbator,GrowthRate,DispPotAdult,Dependency,Sociability,Regeneration,Toxic,LifeSpan,Maturity,GenerationTime,ReprodFreq,ReprodSeason,LarvalSettlePeriod,Fecundity,EggSize,FertilizationType,DispPotLarvae,LarvalSettlingTime,ReprodLocation,BiogeographicRange,DepthRange,Migratory,biozone,devmech,envpos,feedingmethod,growthform,mobility,physpref,reprodtype,salinity,substratum,waterflow,waveexp
4213,"Fucus distichus","Nicola White",<em>MarLIN</em>,"Dr Graham Scott",Chromophycota,Phaeophyceae,Fucales,Fucaceae,Fucus,distichus,"Not relevant",Medium-large(21-50cm),"High (>45 degrees)",Intermediate,Attached,"Not relevant","10 cm / year","Not researched",Independent,Solitary,0,,"3-5 years","1-2 years","1-2 years","Annual protracted","April to August","Not relevant","Insufficient information","Insufficient information","Insufficient information","Insufficient information","Insufficient information","Insufficient information","Not researched","Upper eulittoral","Non-migratory / Resident","Upper Eulittoral","Not relevant",Epifloral,Photoautotroph,Foliose,"Permanent attachment","Open coast","Permanent hermaphrodite","Full (30-40 psu), Variable (18-40 psu)","Bedrock, Large to very large boulders","Strong (3-6 kn), Moderately Strong (1-3 kn), Weak (<1 kn), Very Weak (negligible)","Extremely Exposed, Very Exposed"
4201,"Fucus serratus","Angus Jackson",<em>MarLIN</em>,"Dr Graham Scott",Chromophycota,Phaeophyceae,Fucales,Fucaceae,Fucus,serratus,"Not relevant",Large(>50cm),"High (>45 degrees)",Intermediate,Attached,"Not relevant","0.2-0.1 cm / day",None,Independent,Solitary,0,,"3-5 years","Insufficient information","Insufficient information","Annual protracted","May to November",,"See additional information","Insufficient information",External,>10km,"Insufficient information","Water column","Not researched","Not relevant","Non-migratory / Resident",,"Insufficient information",Epifloral,Photoautotroph,"Shrub, Foliose","Permanent attachment","Open coast, Sealoch, Ria / Voe, Estuary",Gonochoristic,"Reduced (18-30 psu), Full (30-40 psu), Variable (18-40 psu)","Bedrock, Large to very large boulders, Small boulders, Cobbles","Strong (3-6 kn), Moderately Strong (1-3 kn), Weak (<1 kn), Very Weak (negligible)","Moderately Exposed, Sheltered, Very Sheltered, Extremely Sheltered"
4207,"Fucus spiralis","Nicola White",<em>MarLIN</em>,"Dr Graham Scott",Chromophycota,Phaeophyceae,Fucales,Fucaceae,Fucus,spiralis,"Not relevant",Medium-large(21-50cm),"High (>45 degrees)",Intermediate,Attached,"Not relevant","1.1 cm / month",None,Independent,Solitary,0,,"3-5 years","1-2 years","3-5 years","Annual episodic","July to August","Insufficient information","Insufficient information","Insufficient information","Insufficient information","Insufficient information","Insufficient information",,"Not researched","Lower littoral fringe","Non-migratory / Resident","Lower Littoral Fringe","Insufficient information",Epifloral,Photoautotroph,"Foliose, Shrub","Permanent attachment","Strait / sound, Sealoch, Ria / Voe, Estuary","Vegetative, Permanent hermaphrodite","Reduced (18-30 psu), Variable (18-40 psu), Full (30-40 psu)","Bedrock, Large to very large boulders, Small boulders, Cobbles","Strong (3-6 kn), Moderately Strong (1-3 kn), Weak (<1 kn), Very Weak (negligible)","Moderately Exposed, Sheltered, Very Sheltered"
4203,"Fucus vesiculosus","Nicola White",<em>MarLIN</em>,"Dr Stefan Kraan",Chromophycota,Phaeophyceae,Fucales,Fucaceae,Fucus,vesiculosus,"Not relevant",Large(>50cm),"High (>45 degrees)",Intermediate,Attached,"Not relevant","0.48 cm / week",None,Independent,Solitary,0,,"3-5 years","Insufficient information","1-2 years","Annual episodic","December until late summer","Insufficient information","Possibly &#62;1,000,000 eggs","Insufficient information",External,"Insufficient information","Insufficient information","Water column","Not researched","Not relevant","Non-migratory / Resident","Upper Eulittoral, Mid Eulittoral","Insufficient information",Epifloral,Photoautotroph,"Foliose, Shrub","Permanent attachment","Open coast, Strait / sound, Sealoch, Ria / Voe, Estuary, Enclosed coast / Embayment",Gonochoristic,"Reduced (18-30 psu), Full (30-40 psu), Variable (18-40 psu)","Bedrock, Large to very large boulders, Small boulders, Cobbles, Pebbles, Gravel / shingle, Artificial (e.g. metal/wood/concrete)","Strong (3-6 kn), Moderately Strong (1-3 kn), Weak (<1 kn), Very Weak (negligible)","Moderately Exposed, Sheltered, Very Sheltered"
4117,"Funiculina quadrangularis","Olwen Ager",<em>MarLIN</em>,"This information is not refereed.",Cnidaria,Octocorallia,Pennatulacea,Funiculinidae,Funiculina,quadrangularis,"Plankton and organic particles",Large(>50cm),"Low (10-45 degrees)",Intermediate,Attached,"Not relevant","Insufficient information","No information found",Independent,Colonial,0,,"See additional information","See additional information","See additional information","Insufficient information","Insufficient information","Insufficient information","Insufficient information","Insufficient information","Insufficient information","Insufficient information","Insufficient information","Insufficient information","Not researched",20-2000m,"Non-migratory / Resident","Upper Circalittoral, Lower Circalittoral","Insufficient information","Epibenthic, Epifaunal","Passive suspension feeder",Pinnate,"Temporary attachment","Open coast, Sealoch",Gonochoristic,"Full (30-40 psu)","Mud, Muddy sand","Weak (<1 kn), Very Weak (negligible)","Sheltered, Very Sheltered, Extremely Sheltered, Ultra Sheltered"
4346,"Furcellaria lumbricalis","Will Rayment",<em>MarLIN</em>,"This information is not refereed.",Rhodophycota,Rhodophyceae,Gigartinales,Furcellariaceae,Furcellaria,lumbricalis,"Not relevant",Medium-large(21-50cm),"High (>45 degrees)",Fragile,Attached,"Not relevant","1.3% increase in fresh weight / day",None,Independent,Solitary,0,,"Insufficient information","3-5 years","6-10 years","Annual episodic","December to April","Insufficient information","1 million","50 &#181;m diameter spores",,"Insufficient information","Insufficient information","Insufficient information","Not researched","In pools in eulittoral to 30m","Non-migratory / Resident","Upper Eulittoral, Lower Eulittoral, Upper Infralittoral, Upper Circalittoral, Upper Eulittoral, Mid Eulittoral, Sublittoral Fringe, Lower Infralittoral","Spores (sexual / asexual)","Epilithic, Pelagic",Photoautotroph,"Arborescent / Arbuscular","Permanent attachment","Strait / sound, Sealoch, Enclosed coast / Embayment","Vegetative, Gonochoristic, See additional information","Variable (18-40 psu), Reduced (18-30 psu), Low (<18 psu)","Bedrock, Large to very large boulders, Small boulders, Water column (pelagic), Rockpools, Cobbles, Pebbles, Algae","Moderately Strong (1-3 kn), Weak (<1 kn), Very Weak (negligible)","Exposed, Moderately Exposed, Sheltered, Very Sheltered, Extremely Sheltered"
6004,"Galathea dispersa","Charlotte Marshall",<em>MarLIN</em>,"This information is not refereed.",Arthropoda,Malacostraca,Decapoda,Galatheidae,Galathea,dispersa,,Small-medium(3-10cm),"None (< 10 degrees)",Fragile,"Free living",,,"Not researched",Independent,Solitary,,,"Insufficient information","Insufficient information","Insufficient information",,,"Insufficient information","Insufficient information","Insufficient information",,"Insufficient information","Insufficient information","Insufficient information","Not researched","Sublittoral to 500 m (Hayward & Ryland, 1995b).",,,,,,Articulate,,,,,,,
6309,"Galathea intermedia","Lizzie Tyler","University of Sheffield","This information is not refereed.",Arthropoda,Malacostraca,Decapoda,Galatheidae,Galathea,intermedia,,Small(1-2cm),,,,,,,,,,,,,," ",,,,,,,,,,"15 - 25 m",,,,,,,,,,,,,
6532,"Galathea spp.","Dan Bayley",,"This information is not refereed.",Arthropoda,Malacostraca,Decapoda,Galatheidae,Galathea,,"Detritus, algae",Small-medium(3-10cm),,,,,,,,,,,"3-5 years","<1 year",,,,"April - August","30 - 600",,Internal,,"6 months",,,"10 - 600 m dependent on species.",,,"Brooding, Planktotrophic",Epibenthic,"Grazer (surface/substratum), Detritivore, Scavenger",,Crawler,,,,,,
6310,"Gammaropsis maculata","Lizzie Tyler","University of Sheffield","This information is not refereed.",Arthropoda,Malacostraca,Amphipoda,Isaeidae,Gammaropsis,maculata,,Small(1-2cm),,,,,,,,,,,,,," ",,,,,,,,,,,,,,,,,,,,,,,
6311,"Gammaropsis nitida","Lizzie Tyler","University of Sheffield","This information is not refereed.",Arthropoda,Malacostraca,Amphipoda,Isaeidae,Gammaropsis,nitida,,"Very small(<1cm)",,,,,,,,,,,,,," ",,,,,,,,,,,,,,,,,,,,,,,
6312,"Gammaropsis palmata","Lizzie Tyler","University of Sheffield","This information is not refereed.",Arthropoda,Malacostraca,Amphipoda,Isaeidae,Gammaropsis,palmata,,"Very small(<1cm)",,,,,,,,,,,,,," ",,,,,,,,,,,,,,,,,,,,,,,
6116,"Gammaropsis spp.","Sean Lindsley-Leake",MarLIN,"This information is not refereed",Crustacea,Eumalacostraca,Amphipoda,Photidae,Gammaropsis,,,Small(1-2cm),"High (>45 degrees)",Intermediate,"Free living",,,,Independent,"Insufficient information",0,,"1 year","See additional information","<1 year","Annual episodic","March to October","Two periods of recruitment","4 - 36 eggs over 2 broods",0.23mm,Internal,<10m,"11-30 days","As adult",,,,,"Viviparous (Parental Care), Oviparous",,,,Crawler,,Gonochoristic,,,,
6519,"Gammarus chevreuxi","Liz Morris",MarineEcoSol,"This information is not refereed.",Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,chevreuxi,"Not researched","Very small(<1cm)","Not researched","Not researched","Not researched","Not researched",,1km-10km,"Not researched",Solitary,,,"<1 year","<1 year","<1 year","Annual episodic",,,"Annual mean 8 embryos per brood, max 32","Not researched","Insufficient information","Insufficient information","Not relevant","Brood chamber / Pouch","Not researched",,"Not researched","Field unresearched",Brooding,"Not researched","Field unresearched","Not relevant","Insufficient information","Ria / Voe, Estuary",,"Low (<18 psu)","Field not researched","Field unresearched","Field unresearched"
4112,"Gammarus insensibilis","Nicola White",<em>MarLIN</em>,"Dr Martin Sheader",Crustacea,Eumalacostraca,Amphipoda,Gammaridae,Gammarus,insensibilis,<i>Chaetomorpha</i>,Small(1-2cm),"Low (10-45 degrees)",Intermediate,"Free living","Not relevant","Insufficient information",100-1000m,Independent,Solitary,0,,"<1 year","<1 year","<1 year","Annual protracted","All year with summer peak","Not relevant",11-100,"Insufficient information","Insufficient information","Not relevant","Not relevant","Insufficient information","Not researched","Restricted to depth of lagoons;  2-3 m max.","Non-migratory / Resident","Lower Littoral Fringe","Direct Development",Epifaunal,Herbivore,Articulate,"Swimmer, Crawler","Isolated saline water (Lagoon)",Gonochoristic,"See additional Information","Mud, Muddy sand, Sandy mud","Insufficient information","Very Sheltered, Extremely Sheltered"
4407,"Gammarus salinus","Georgina Budd",<em>MarLIN</em>,"This information is not refereed.",Crustacea,Eumalacostraca,Amphipoda,Gammaridae,Gammarus,salinus,"Organic detritus and seaweed.",Small(1-2cm),"High (>45 degrees)",Intermediate,"Free living","Not relevant","Insufficient information",100-1000m,Independent,Gregarious,0,,"<1 year","<1 year","<1 year","Annual protracted","Autumn to spring","Not relevant","Increases with female length","Insufficient information",Internal,100-1000m,"Not relevant","Insufficient information","Not researched","0-10 m","Non-migratory / Resident","Upper Infralittoral, Lower Infralittoral","Direct Development",Epibenthic,"Herbivore, Surface deposit feeder",Articulate,"Swimmer, Crawler",Estuary,Gonochoristic,"Reduced (18-30 psu), Low (<18 psu)","Algae, Gravel / shingle, Coarse clean sand","Strong (3-6 kn), Moderately Strong (1-3 kn)","Sheltered, Very Sheltered, Extremely Sheltered"
6314,"Gari fervensis","Lizzie Tyler","University of Sheffield","This information is not refereed.",Mollusca,Bivalvia,Veneroida,Psammobiidae,Gari,,,Small-medium(3-10cm),,,,,,,,,,,,,," ",,,,,,,,,,,,,,,,,,,,,,,
6313,"Gari spp.","Lizzie Tyler","University of Sheffield","This information is not refereed.",Mollusca,Bivalvia,Veneroida,Psammobiidae,Gari,fervensis,,Small-medium(3-10cm),,,,,,,,,,,,,," ",,,,,,,,,,,,,,,,,,,,,,,
6138,"Gari spp.","Sean Lindsley-Leake",MarLIN,"This information is not refereed",Mollusca,Pelecypoda,Veneroida,Psammobiidae,Gari,,"Phytoplankton, detritus",Small-medium(3-10cm),"None (< 10 degrees)",Robust,"Free living",,,,Independent,,0,,"6-10 years",,"1-2 years"," ","Spring to Summer","Insufficient information",,,External,"Insufficient information",,"Water column",,,,,,,,,,,Gonochoristic,,,,
6315,"Gastrosaccus spinifer","Lizzie Tyler","University of Sheffield","This information is not refereed.",Arthropoda,Malacostraca,Mysida,Mysidae,Gastrosaccus,spinifer,,Small-medium(3-10cm),,,,,,,,Gregarious,,,,,," ",,,,,,,,,,,"Insufficient info.",,,,"Passive suspension feeder, Active suspension feeder, Surface deposit feeder, Sub-surface deposit feeder",,"Swimmer, Crawler, Burrower",,,,,,
6071,"Gastrosaccus spp.","Dr Paul Somerfield & Prof. Richard Warwick",PML,"This information is not refereed",Crustacea,Eumalacostraca,Mysidacea,Mysidae,Gastrosaccus,,"Detritus, small crustacean invertebrates and diatoms",Small(1-2cm),"Low (10-45 degrees)",Intermediate,"Free living",,"Not researched","Not researched",Independent,Gregarious,0,"Not researched","1 year","<1 year","Not researched",,"March to October","Insufficient information",9-40,"700 &#181;m",Internal,"Not researched","Insufficient information","Water column",Temperate.,"Not researched","Non-migratory / Resident","Insufficient information",Ovoviviparous,"Epibenthic, Pelagic, Infaunal","Active suspension feeder, Sub-surface deposit feeder",Articulate,"Swimmer, Crawler, Burrower",,"Permanent hermaphrodite",,"Water column (pelagic), Coarse clean sand, Fine clean sand",,
6316,"Gattyana cirrhosa","Lizzie Tyler","University of Sheffield","This information is not refereed.",Annelida,Polychaeta,Phyllodocida,Polynoidae,Gattyana,cirrhosa,,Small-medium(3-10cm),,,,,,,,,,,,,," ",,,,,,,,,,,,,,,"Predator, Scavenger",,,,,,,,
6317,"Gitana sarsi","Lizzie Tyler","University of Sheffield","This information is not refereed.",Arthropoda,Malacostraca,Amphipoda,Amphilochidae,Gitana,sarsi,,"Very small(<1cm)",,,,,,,,,,,,,," ",,,,,,,,,,,,,,,,,,,,,,,
6318,"Glycera alba","Lizzie Tyler","University of Sheffield","This information is not refereed.",Annelida,Polychaeta,Phyllodocida,Glyceridae,Glycera,alba,,Small-medium(3-10cm),,,,,,,,Solitary,,,,,," ",,,,,,,,,,,"Insufficient info.",,Planktotrophic,,"Predator, Scavenger",,"Swimmer, Burrower",,,,,,
6319,"Glycera lapidum","Lizzie Tyler","University of Sheffield","This information is not refereed.",Annelida,Polychaeta,Phyllodocida,Glyceridae,Glycera,lapidum,,Small(1-2cm),,,,,,,,Solitary,,,,,," ",,,,,,,,,,,"Insufficient info.",,,,"Predator, Scavenger",,"Swimmer, Burrower",,,,,,
6320,"Glycera rouxi","Lizzie Tyler","University of Sheffield","This information is not refereed.",Annelida,Polychaeta,Phyllodocida,Glyceridae,Glycera,rouxi,,"Medium(11-20 cm)",,,,,,,,,,,"3-5 years",,," ",,,,,,,,,,,,,Planktotrophic,,"Predator, Scavenger",,,,,,,,
6047,"Glycera spp.","Dr Paul Somerfield & Prof. Richard Warwick",PML,"This information is not refereed",Annelida,Polychaeta,Phyllodocida,Glyceridae,Glycera,,"Invertebrates, detritus",Medium-large(21-50cm),"High (>45 degrees)",Intermediate,"Free living",,"Not researched","Not researched",,Solitary,0,"Not researched","3-5 years","3-5 years","Not researched",,April,May,"3-10 million","150-160 &#181;m",External,"Not researched","11-30 days","Water column","Not researched","Not researched",,,Planktotrophic,,Predator,"Vermiform segmented","Burrower, Swimmer",,Gonochoristic,,"Coarse clean sand, Fine clean sand, Muddy sand",,
6321,"Glycera tridactyla","Lizzie Tyler","University of Sheffield","This information is not refereed.",Annelida,Polychaeta,Phyllodocida,Glyceridae,Glycera,tridactyla,,Small-medium(3-10cm),,,,,,,,,,,,,," ",,,,,,,,,,,,,,,,,"Swimmer, Burrower",,,,,,
6322,"Glycinde nordmanni","Lizzie Tyler","University of Sheffield","This information is not refereed.",Annelida,Polychaeta,Phyllodocida,Goniadidae,Glycinde,nordmanni,,,,,,,,,,,,,,,," ",,,,,,,,,,,,,,,"Predator, Scavenger",,,,,,,,
6110,"Glycinde spp.","Sean Lindsley-Leake",MarLIN,"This information is not refereed",Annelida,Polychaeta,Phyllodocida,Goniadidae,Glycinde,,,Small(1-2cm),"High (>45 degrees)",Intermediate,"Free living",,,,,Solitary,1,,"Insufficient information","Insufficient information","Insufficient information","Annual episodic","March to June, Feb to Apr","Insufficient information","Insufficient information","Insufficient information",External,1km-10km,"Insufficient information","Water column",,,,,Lecithotrophic,,,,"Crawler, Burrower",,"Insufficient information",,,,
6323,"Glycymeris glycymeris","Lizzie Tyler","University of Sheffield","This information is not refereed.",Mollusca,Bivalvia,Arcoida,Glycymerididae,Glycymeris,glycymeris,,Small-medium(3-10cm),,,,,,,,,,,"51-100 years",,," ",,,,,,,,,,"5 - 100 m",,,,,,,,,,,,,
6092,"Glycymeris spp.","Dr Paul Somerfield & Prof. Richard Warwick",PML,"This information is not refereed",Mollusca,Pelecypoda,Arcoida,Glycymerididae,Glycymeris,,Phyoplankton,Small-medium(3-10cm),"None (< 10 degrees)",Intermediate,"Free living",,"Not researched","Not researched",Independent,Solitary,0,"Not researched","21-50 years","See additional information","Not researched",,Continuous,"See additional information","Insufficient information","100 &#181;m diameter",External,"Not researched","Insufficient information","As adult","Temperate to warm temperate.","10 to 100 m.","Non-migratory / Resident","Upper Infralittoral, Lower Infralittoral, Upper Circalittoral, Lower Circalittoral, Circalittoral Offshore, Bathybenthic (Bathyal)",Planktotrophic,Infaunal,"Active suspension feeder",Bivalved,Burrower,,"Permanent hermaphrodite","Full (30-40 psu)","Muddy sandy gravel, Gravelley sand, Mixed",,
